id_producto,nombre,categoria,subcategoria,marca,precio_lista,costo_unitario,fecha_alta
P0683,Electrohogar Refrigeracion NovaHome PI-076,Electrohogar,Refrigeracion,NovaHome,2197.79,1582.41,2020-01-13
P0684,Electrohogar Climatizacion Kuntur WH-653,Electrohogar,Climatizacion,Kuntur,1196.78,861.68,2022-04-22
P0685,Electrohogar Refrigeracion NovaHome ED-904,Electrohogar,Refrigeracion,NovaHome,1451.62,1045.17,2021-06-10
P0686,Electrohogar Lavado NovaHome FU-876,Electrohogar,Lavado,NovaHome,995.87,717.03,2020-02-18
P0687,Electrohogar Refrigeracion AndeTech CQ-375,Electrohogar,Refrigeracion,AndeTech,377.54,271.83,2021-07-10
P0688,Electrohogar Refrigeracion Kuntur SL-997,Electrohogar,Refrigeracion,Kuntur,1862.25,1340.82,2020-09-03
P0689,Electrohogar Refrigeracion Kuntur QI-162,Electrohogar,Refrigeracion,Kuntur,1622.01,1167.85,2020-09-13
P0690,Electrohogar Refrigeracion AndeTech KL-624,Electrohogar,Refrigeracion,AndeTech,352.55,253.84,2021-04-14
P0691,Electrohogar Climatizacion Kuntur CJ-170,Electrohogar,Climatizacion,Kuntur,2496.2,1797.26,2021-01-26
P0692,Electrohogar Climatizacion AndeTech VV-874,Electrohogar,,AndeTech,2027.77,1459.99,2022-01-28
P0693,Electrohogar Pequenos electrodomesticos NovaHome JQ-492,Electrohogar,Pequenos electrodomesticos,NovaHome,2009.64,1446.94,2020-05-09
P0694,Electrohogar Climatizacion NovaHome IK-452,Electrohogar,Climatizacion,NovaHome,2290.23,1648.97,2021-12-24
P0695,Electrohogar Refrigeracion NovaHome OW-504,Electrohogar,Refrigeracion,NovaHome,269.94,194.36,2022-10-21
P0696,Electrohogar Pequenos electrodomesticos NovaHome CB-519,Electrohogar,Pequenos electrodomesticos,NovaHome,2366.04,1703.55,2021-03-25
P0697,Electrohogar Refrigeracion Kuntur SN-043,Electrohogar,Refrigeracion,Kuntur,1113.3,801.58,2022-07-12
P0698,Electrohogar Pequenos electrodomesticos Kuntur JY-817,Electrohogar,Pequenos electrodomesticos,Kuntur,486.5,350.28,2021-05-24
P0699,Electrohogar Climatizacion Kuntur MM-168,Electrohogar,Climatizacion,Kuntur,557.94,401.72,2021-03-28
P0700,Electrohogar Pequenos electrodomesticos Prisma GG-956,Electrohogar,Pequenos electrodomesticos,Prisma,357.41,257.34,2022-07-22
P0701,Electrohogar Lavado Kuntur BQ-621,Electrohogar,Lavado,Kuntur,2039.82,1468.67,2021-08-15
P0702,Electrohogar Cocina NovaHome PU-810,Electrohogar,Cocina,NovaHome,504.36,363.14,2020-01-04
P0703,Electrohogar Refrigeracion Prisma GC-247,Electrohogar,Refrigeracion,Prisma,1229.6,885.31,2020-12-30
P0704,Electrohogar Cocina Prisma CW-530,Electrohogar,Cocina,Prisma,383.25,275.94,2020-08-21
P0705,Electrohogar Climatizacion AndeTech FO-029,Electrohogar,Climatizacion,AndeTech,543.66,391.44,2022-01-24
P0706,Electrohogar Climatizacion Prisma TG-757,Electrohogar,Climatizacion,Prisma,1566.97,1128.22,2022-12-07
P0707,Electrohogar Climatizacion NovaHome FC-878,Electrohogar,Climatizacion,NovaHome,451.88,325.35,2022-06-22
P0708,Electrohogar Refrigeracion NovaHome GC-108,Electrohogar,Refrigeracion,NovaHome,571.79,411.69,2021-06-10
P0709,Electrohogar Refrigeracion NovaHome CN-232,Electrohogar,Refrigeracion,NovaHome,1987.82,1431.23,2021-10-29
P0710,Electrohogar Lavado AndeTech XY-306,Electrohogar,Lavado,AndeTech,1020.38,734.67,2022-03-07
P0711,Electrohogar Pequenos electrodomesticos NovaHome FI-477,Electrohogar,Pequenos electrodomesticos,NovaHome,1539.08,1108.14,2021-10-28
P0712,Electrohogar Lavado AndeTech KI-376,Electrohogar,Lavado,AndeTech,2136.22,1538.08,2020-11-03
P0713,Electrohogar Lavado Prisma SR-720,Electrohogar,Lavado,Prisma,1970.32,1418.63,2021-04-30
P0714,Electrohogar Pequenos electrodomesticos Prisma EZ-533,Electrohogar,Pequenos electrodomesticos,Prisma,663.35,477.61,2021-10-12
P0715,Electrohogar Refrigeracion Prisma GQ-188,Electrohogar,,Prisma,1833.83,1320.36,2022-02-18
P0716,Electrohogar Cocina NovaHome CZ-433,Electrohogar,Cocina,NovaHome,2354.8,1695.46,2022-12-13
P0717,Electrohogar Cocina Kuntur KF-001,Electrohogar,Cocina,Kuntur,1147.47,826.18,2022-07-15
P0718,Electrohogar Lavado Prisma YB-206,Electrohogar,Lavado,Prisma,707.93,509.71,2021-07-06
P0719,Electrohogar Climatizacion NovaHome PU-120,Electrohogar,Climatizacion,NovaHome,2351.53,1693.1,2020-04-19
P0720,Electrohogar Climatizacion NovaHome TJ-593,Electrohogar,Climatizacion,NovaHome,1760.69,1267.7,2022-12-16
P0721,Hogar Ferreteria ligera Tawa BF-825,Hogar,Ferreteria ligera,Tawa,402.5,273.7,2022-01-12
P0722,Hogar Dormitorio Tawa AX-014,Hogar,Dormitorio,Tawa,198.27,134.82,2022-12-30
P0723,Hogar Dormitorio Tawa IB-761,Hogar,Dormitorio,Tawa,348.8,237.18,2020-04-23
P0724,Hogar Dormitorio Tawa KF-524,Hogar,Dormitorio,Tawa,180.87,122.99,2021-05-02
P0725,Hogar Decoracion Casa Misti HR-381,Hogar,,Casa Misti,298.0,202.64,2022-04-16
P0726,Hogar Organizacion Urbania NK-620,Hogar,Organizacion,Urbania,191.73,130.38,2021-01-17
P0727,Hogar Decoracion Casa Misti PP-588,Hogar,Decoracion,Casa Misti,161.3,109.68,2022-03-31
P0728,Hogar Decoracion Casa Misti YY-271,Hogar,Decoracion,Casa Misti,100.68,68.46,2021-06-22
P0729,Hogar Cocina y mesa Casa Misti II-339,Hogar,Cocina y mesa,Casa Misti,246.3,167.48,2021-04-30
P0730,Hogar Organizacion Urbania DK-510,Hogar,Organizacion,Urbania,299.09,203.38,2021-05-19
P0731,Hogar Ferreteria ligera Tawa LS-949,Hogar,Ferreteria ligera,Tawa,203.31,138.25,2021-11-25
P0732,Hogar Dormitorio Andina Deco RP-421,Hogar,Dormitorio,Andina Deco,26.74,18.18,2021-11-13
P0733,Hogar Decoracion Andina Deco EU-135,Hogar,Decoracion,Andina Deco,403.18,274.16,2022-02-09
P0734,Hogar Dormitorio Casa Misti AY-721,Hogar,Dormitorio,Casa Misti,354.62,241.14,2020-02-02
P0735,Hogar Decoracion Andina Deco CV-835,Hogar,Decoracion,Andina Deco,379.21,257.86,2020-04-03
P0736,Hogar Cocina y mesa Tawa ZH-999,Hogar,Cocina y mesa,Tawa,198.91,135.26,2021-09-18
P0737,Hogar Cocina y mesa Casa Misti DM-953,Hogar,Cocina y mesa,Casa Misti,321.13,218.37,2020-09-21
P0738,Hogar Organizacion Urbania HP-552,Hogar,Organizacion,Urbania,182.4,124.03,2022-06-01
P0739,Hogar Cocina y mesa Tawa AG-111,Hogar,Cocina y mesa,Tawa,137.3,93.36,2021-12-07
P0740,Hogar Organizacion Andina Deco OU-728,Hogar,Organizacion,Andina Deco,44.92,30.55,2021-06-04
P0741,Hogar Dormitorio Urbania TU-401,Hogar,Dormitorio,Urbania,413.32,281.06,2022-11-11
P0742,Hogar Ferreteria ligera Urbania GB-672,Hogar,,Urbania,195.16,132.71,2021-06-20
P0743,Hogar Dormitorio Andina Deco RG-112,Hogar,Dormitorio,Andina Deco,494.05,335.95,2020-10-23
P0744,Hogar Decoracion Casa Misti QS-168,Hogar,Decoracion,Casa Misti,402.34,273.59,2020-04-10
P0745,Hogar Ferreteria ligera Tawa OS-558,Hogar,Ferreteria ligera,Tawa,16.11,10.95,2020-04-17
P0746,Hogar Dormitorio Urbania VF-419,Hogar,Dormitorio,Urbania,248.8,169.18,2022-09-19
P0747,Hogar Organizacion Andina Deco RB-083,Hogar,Organizacion,Andina Deco,226.15,153.78,2021-03-12
P0748,Hogar Cocina y mesa Tawa VL-983,Hogar,Cocina y mesa,Tawa,148.54,101.01,2021-10-25
P0749,Hogar Decoracion Casa Misti TN-439,Hogar,Decoracion,Casa Misti,346.19,235.41,2022-01-21
P0750,Hogar Decoracion Urbania AF-119,Hogar,Decoracion,Urbania,33.11,22.51,2020-09-28
P0751,Hogar Dormitorio Urbania EI-014,Hogar,Dormitorio,,351.83,239.24,2022-11-26
P0752,Hogar Cocina y mesa Casa Misti PI-499,Hogar,Cocina y mesa,Casa Misti,198.93,135.27,2022-05-07
P0753,Hogar Organizacion Urbania XS-040,Hogar,Organizacion,Urbania,430.19,292.53,2020-03-13
P0754,Hogar Cocina y mesa Tawa BW-918,Hogar,Cocina y mesa,Tawa,386.42,262.77,2021-06-11
P0755,Hogar Organizacion Urbania EK-350,Hogar,Organizacion,Urbania,335.08,227.85,2022-07-13
P0756,Hogar Decoracion Casa Misti UJ-196,Hogar,Decoracion,Casa Misti,72.07,49.01,2022-11-13
P0757,Hogar Organizacion Andina Deco PS-003,Hogar,Organizacion,,357.54,243.13,2022-06-09
P0758,Hogar Dormitorio Tawa JA-684,Hogar,Dormitorio,Tawa,230.21,156.54,2021-10-04
P0759,Hogar Organizacion Casa Misti WD-340,Hogar,,Casa Misti,198.29,134.84,2020-10-21
P0760,Hogar Cocina y mesa Urbania XI-641,Hogar,Cocina y mesa,Urbania,447.62,304.38,2022-02-24
P0761,Hogar Ferreteria ligera Casa Misti DB-497,Hogar,Ferreteria ligera,Casa Misti,445.86,303.18,2021-10-10
P0762,Hogar Dormitorio Tawa YV-533,Hogar,Dormitorio,Tawa,166.26,113.06,2020-01-30
P0763,Hogar Cocina y mesa Tawa DH-620,Hogar,Cocina y mesa,Tawa,421.37,286.53,2020-06-08
P0764,Hogar Organizacion Tawa CU-108,Hogar,Organizacion,Tawa,113.29,77.04,2020-04-01
P0765,Hogar Dormitorio Andina Deco AW-307,Hogar,Dormitorio,Andina Deco,251.05,170.71,2021-10-26
P0766,Hogar Decoracion Urbania SN-015,Hogar,Decoracion,Urbania,294.21,200.06,2020-06-05
P0767,Hogar Dormitorio Tawa AG-791,Hogar,Dormitorio,Tawa,33.28,22.63,2021-06-23
P0768,Hogar Dormitorio Urbania HW-727,Hogar,Dormitorio,Urbania,293.57,199.63,2021-10-10
P0769,Hogar Cocina y mesa Tawa TV-722,Hogar,Cocina y mesa,Tawa,233.15,158.54,2020-02-29
P0770,Hogar Dormitorio Casa Misti SK-599,Hogar,Dormitorio,Casa Misti,396.04,269.31,2021-05-31
P0771,Hogar Decoracion Andina Deco JK-045,Hogar,Decoracion,Andina Deco,227.87,154.95,2021-01-01
P0772,Hogar Cocina y mesa Tawa FM-313,Hogar,Cocina y mesa,Tawa,380.51,258.75,2020-09-06
P0773,Hogar Ferreteria ligera Tawa SP-900,Hogar,Ferreteria ligera,Tawa,352.13,239.45,2022-09-13
P0774,Hogar Cocina y mesa Tawa UR-264,Hogar,Cocina y mesa,Tawa,423.37,287.89,2020-06-03
P0775,Hogar Organizacion Andina Deco HB-081,Hogar,Organizacion,Andina Deco,81.64,55.52,2021-07-31
P0776,Hogar Ferreteria ligera Urbania ZC-953,Hogar,Ferreteria ligera,Urbania,280.81,190.95,2022-07-21
P0777,Hogar Cocina y mesa Tawa NL-661,Hogar,Cocina y mesa,Tawa,118.94,80.88,2022-12-21
P0778,Hogar Dormitorio Andina Deco OW-496,Hogar,Dormitorio,Andina Deco,109.77,74.64,2022-02-02
P0779,Hogar Cocina y mesa Urbania LX-679,Hogar,Cocina y mesa,Urbania,486.58,330.87,2021-06-14
P0780,Hogar Decoracion Casa Misti RB-179,Hogar,Decoracion,Casa Misti,134.07,91.17,2020-03-26
P0781,Hogar Cocina y mesa Casa Misti HU-432,Hogar,,Casa Misti,297.28,202.15,2021-11-15
P0782,Hogar Dormitorio Urbania IS-077,Hogar,Dormitorio,Urbania,24.05,16.35,2020-11-27
P0783,Hogar Decoracion Andina Deco YX-575,Hogar,Decoracion,Andina Deco,347.12,236.04,2022-04-06
P0784,Hogar Organizacion Andina Deco CW-090,Hogar,Organizacion,Andina Deco,353.53,240.4,2020-04-27
P0785,Hogar Cocina y mesa Urbania NS-830,Hogar,Cocina y mesa,Urbania,453.5,308.38,2021-02-28
P0786,Hogar Ferreteria ligera Andina Deco OV-549,Hogar,Ferreteria ligera,Andina Deco,357.29,242.96,2022-08-15
P0787,Hogar Cocina y mesa Casa Misti VC-297,Hogar,Cocina y mesa,Casa Misti,499.08,339.37,2020-04-30
P0788,Hogar Dormitorio Casa Misti ML-777,Hogar,Dormitorio,Casa Misti,470.56,319.98,2021-02-25
P0789,Hogar Dormitorio Urbania XH-440,Hogar,Dormitorio,Urbania,161.92,110.11,2022-05-10
P0790,Hogar Ferreteria ligera Tawa GV-438,Hogar,Ferreteria ligera,Tawa,125.08,85.05,2020-06-26
P0791,Hogar Dormitorio Casa Misti SV-964,Hogar,Dormitorio,Casa Misti,347.51,236.31,2022-06-11
P0792,Hogar Cocina y mesa Casa Misti UR-103,Hogar,Cocina y mesa,Casa Misti,224.69,152.79,2021-08-30
P0793,Hogar Decoracion Tawa GK-075,Hogar,Decoracion,Tawa,366.9,249.49,2022-07-21
P0794,Hogar Decoracion Urbania HU-280,Hogar,Decoracion,Urbania,114.58,77.91,2021-01-23
P0795,Hogar Organizacion Urbania DP-569,Hogar,Organizacion,Urbania,327.81,222.91,2022-10-18
P0796,Hogar Ferreteria ligera Andina Deco XS-634,Hogar,Ferreteria ligera,Andina Deco,482.84,328.33,2020-07-31
P0797,Hogar Ferreteria ligera Urbania GV-626,Hogar,Ferreteria ligera,Urbania,459.9,312.73,2021-10-19
P0798,Hogar Organizacion Andina Deco ND-721,Hogar,Organizacion,Andina Deco,248.08,168.69,2022-05-09
P0799,Hogar Cocina y mesa Urbania YP-516,Hogar,Cocina y mesa,Urbania,139.16,94.63,2020-06-01
P0800,Hogar Decoracion Andina Deco YV-167,Hogar,Decoracion,Andina Deco,153.62,104.46,2020-06-25
